motif,score,directors,liked_freq
ass to,3.016,4,3
is assigned to,3.016,3,3
toh,3.016,3,3
coming for,3.016,4,3
for his life,3.016,4,3
comes through,3.016,3,3
merged,3.016,3,3
leung,3.001,5,5
infernal,2.978,2,2
the guy in,2.978,2,2
hana,2.978,2,2
expenses,2.978,2,2
did just watch,2.978,2,2
with animation,2.978,3,2
was painful,2.978,2,2
sex that,2.978,3,2
of this review,2.978,2,2
and expressive,2.978,3,2
and loud,2.978,2,2
even put,2.978,2,2
and isolation,2.978,2,2
girl living,2.978,3,2
ask questions,2.978,2,2
get past,2.978,2,2
and not being,2.978,2,2
are based on,2.978,2,2
and if there,2.978,2,2
expectations were,2.978,3,2
to right,2.978,2,2
we lose,2.978,2,2
flimsy,2.978,2,2
sensory overload,2.978,2,2
life an,2.978,2,2
crazy shit,2.978,2,2
humans in,2.978,2,2
so good but,2.978,2,2
around to it,2.978,2,2
suicide in,2.978,2,2
to shock,2.978,3,2
with modern,2.978,2,2
and grim,2.978,2,2
portman,2.978,2,2
out the same,2.978,2,2
fiction this review,2.978,2,2
have also,2.978,3,2
seeks revenge,2.978,2,2
the nights,2.978,2,2
one thing but,2.978,3,2
havoc on,2.978,2,2
will pass,2.978,3,2
night time,2.978,2,2
to distinguish,2.978,2,2
dreams and the,2.978,2,2
mean anything,2.978,2,2
so people,2.978,2,2
year my,2.978,2,2
schoolgirl,2.978,2,2
decently,2.978,2,2
his daughter's,2.978,2,2
him crime,2.978,3,2
happened this,2.978,2,2
distances,2.978,2,2
changes when,2.978,2,2
just feel like,2.978,2,2
and found myself,2.978,2,2
is guilty,2.978,2,2
actually an,2.978,2,2
two lonely,2.978,2,2
thriller action crime,2.978,2,2
arrives on,2.978,2,2
moral ambiguity,2.978,3,2
lose our,2.978,2,2
truth do you,2.978,2,2
is handled,2.978,2,2
are bound to,2.978,2,2
the runtime is,2.978,2,2
natalie portman,2.978,2,2
to the rhythm,2.978,2,2
have used,2.978,2,2
which is shame,2.978,3,2
good about,2.978,2,2
been missing,2.978,2,2
venom,2.978,2,2
her one,2.978,2,2
isn't going to,2.978,2,2
was watching the,2.978,2,2
the fresh,2.978,2,2
called in,2.978,2,2
perfect blue,2.978,3,2
gone into,2.978,2,2
having said,2.978,2,2
leaping,2.978,2,2
mishaps,2.978,2,2
this whole movie,2.978,2,2
action that,2.978,2,2
this bit,2.978,2,2
the criminal underworld,2.978,3,2
insomnia,2.978,2,2
the super bowl,2.978,2,2
was different,2.978,3,2
to moment,2.978,3,2
horror to,2.978,2,2
up through,2.978,2,2
the police force,2.978,3,2
calling out,2.978,2,2
spying,2.978,2,2
strangeness of,2.978,2,2
muck,2.978,2,2
skillful,2.978,3,2
the cherry on,2.978,2,2
idea what it,2.978,2,2
as whole is,2.978,2,2
be brought,2.978,2,2
preconceived,2.978,2,2
offices,2.973,4,4
hard boiled,2.973,6,4
alexa play,2.933,3,3
kitano,2.933,2,3
the opening sequence,2.933,3,3
kieslowski,2.933,2,3
of warm,2.933,3,3
the gangster,2.933,5,3
always an,2.933,4,3
with self,2.933,3,3
came here,2.933,3,3
in mid,2.933,3,3
ant,2.911,4,4
seduction,2.911,5,4
kon,2.911,4,4
action thriller,2.891,13,13
to arrest,2.866,2,2
say one,2.866,2,2
oshii,2.866,2,2
mamoru,2.866,2,2
truth am,2.866,2,2
off so,2.866,2,2
silly but,2.866,4,2
you play,2.866,3,2
union and,2.866,2,2
the world on,2.866,2,2
he lets,2.866,2,2
this film when,2.866,2,2
airplanes,2.866,2,2
the truth am,2.866,2,2
isn't going,2.866,2,2
mirroring the,2.866,3,2
is sharp,2.866,2,2
the rain and,2.866,2,2
enchanted by,2.866,2,2
my life so,2.866,2,2
ducts,2.866,2,2
this movie gave,2.866,2,2
stay away from,2.866,2,2
disappointed that,2.866,2,2
when really,2.866,2,2
opportunity and,2.866,3,2
tear ducts,2.866,2,2
blue sky,2.866,2,2
incredible movie,2.866,2,2
brought in,2.866,2,2
the truth want,2.866,2,2
women on,2.866,2,2
you got the,2.866,3,2
saw it in,2.866,2,2
any movie ever,2.866,2,2
but could not,2.866,2,2
love this is,2.866,2,2
of where the,2.866,2,2
how did you,2.866,2,2
yelling at,2.866,2,2
into english,2.866,3,2
the straight,2.866,3,2
of the vietnam,2.866,3,2
and costumes,2.866,2,2
to kill her,2.866,2,2
and empty,2.866,2,2
career was,2.866,2,2
soon as the,2.866,2,2
and frightening,2.866,2,2
spliced,2.866,3,2
lives this,2.866,2,2
was scared,2.866,2,2
the tortured,2.866,2,2
your entire life,2.866,2,2
stop trying,2.866,2,2
ghibli film,2.866,2,2
he holds,2.866,2,2
or we,2.866,2,2
are called,2.866,2,2
the foundations,2.866,2,2
and optimism,2.866,2,2
and calculated,2.866,2,2
city this,2.866,3,2
much the same,2.866,2,2
each individual,2.866,2,2
film traces,2.866,2,2
dislikes,2.866,3,2
antihero,2.866,2,2
of trust,2.866,2,2
truth want,2.866,2,2
is akin to,2.866,3,2
and visceral,2.866,2,2
tell you this,2.866,2,2
does not exist,2.866,2,2
and japan,2.866,3,2
one day you,2.866,2,2
great if,2.866,3,2
existential questions,2.866,2,2
no escape,2.866,2,2
incessantly,2.866,2,2
so there's,2.866,2,2
was running,2.866,2,2
it's shot,2.866,2,2
the film had,2.866,2,2
before long,2.866,2,2
an up,2.866,2,2
the action sequences,2.866,2,2
and cat,2.866,2,2
executing,2.866,2,2
to violence,2.866,2,2
one eye,2.866,2,2
to extract,2.866,2,2
for the eyes,2.866,3,2
glorification,2.866,2,2
movie gave,2.866,2,2
saying anything,2.866,3,2
despite that,2.866,2,2
the injustice,2.856,3,3
among other things,2.856,4,3
right and wrong,2.856,3,3
for 10,2.856,5,3
masquerading,2.856,3,3
masquerading as,2.856,3,3
swords,2.852,4,4
shotgun,2.852,4,4
drama it's,2.805,5,5
vengeance,2.792,13,14
krzysztof,2.784,2,3
mystery this review,2.784,4,3
minds and,2.784,3,3
movie without,2.784,3,3
events in the,2.784,5,3
and the plot,2.784,4,3
turned on,2.784,3,3
that looks like,2.784,4,3
betray,2.784,3,3
that opens,2.784,3,3
what was expecting,2.766,2,2
crime horror,2.766,3,2
is akin,2.766,3,2
there was one,2.766,2,2
this is short,2.766,2,2
would expect from,2.766,2,2
bare hands,2.766,2,2
story set in,2.766,2,2
deeply emotional,2.766,2,2
of korean,2.766,2,2
need him,2.766,4,2
feast for the,2.766,2,2
sex in,2.766,2,2
pixie dream girl,2.766,2,2
waves and,2.766,2,2
the holy grail,2.766,3,2
was moved,2.766,2,2
in 1970s,2.766,3,2
high concept,2.766,3,2
someone would,2.766,2,2
own drama,2.766,2,2
bloody and,2.766,2,2
performance it,2.766,2,2
encounters the,2.766,2,2
faces of the,2.766,2,2
no plot,2.766,2,2
falls into the,2.766,2,2
project but,2.766,2,2
in city,2.766,3,2
it's cool,2.766,3,2
be turned,2.766,2,2
again how,2.766,2,2
shadows the,2.766,2,2
crime boss,2.766,2,2
these kinds,2.766,2,2
i'll say,2.766,2,2
it really just,2.766,2,2
don't trust,2.766,3,2
fearsome,2.766,2,2
hae,2.766,2,2
mystery science,2.766,2,2
to live life,2.766,2,2
in absolute,2.766,2,2
mystery science fiction,2.766,2,2
hun,2.766,2,2
only at,2.766,3,2
these kinds of,2.766,2,2
person she,2.766,2,2
them what,2.766,2,2
staring into the,2.766,2,2
obvious but,2.766,2,2
to kill me,2.766,2,2
setting to,2.766,2,2
be alright,2.766,2,2
hitch,2.766,2,2
no future,2.766,2,2
gem and,2.766,3,2
teach me,2.766,2,2
wiped out,2.766,2,2
to avenge his,2.766,2,2
is massive,2.766,2,2
bitch you,2.766,2,2
fun on,2.766,2,2
service to,2.766,2,2
violence and the,2.766,2,2
cinema had,2.766,3,2
the sky the,2.766,2,2
was stunning,2.766,2,2
an eye for,2.766,2,2
to sustain,2.766,3,2
noodles,2.766,2,2
inside you,2.766,2,2
comedy of errors,2.766,2,2
tokyo and,2.766,3,2
of any other,2.766,2,2
setsuko,2.766,2,2
it is no,2.766,2,2
sex and violence,2.766,2,2
intertwines,2.766,2,2
the tropes,2.766,2,2
saga of,2.766,2,2
when mysterious,2.766,3,2
conflicts between,2.766,2,2
so as to,2.766,2,2
everything could,2.766,2,2
best films ever,2.766,2,2
he hasn't,2.766,2,2
headspace,2.766,2,2
leaving behind,2.766,2,2
interrogating,2.766,3,2
go ahead and,2.766,2,2
put some,2.766,2,2
karl marx,2.766,2,2
what the actual,2.766,2,2
fantasy is,2.766,2,2
the bare,2.766,3,2
thriller is,2.766,2,2
the forest and,2.766,2,2
that's ever,2.766,2,2
final 20 minutes,2.766,2,2
drama great,2.766,2,2
films all,2.766,2,2
alive when,2.766,2,2
speechless and,2.766,2,2
the dark knight,2.766,2,2
pitying,2.766,3,2
partner in,2.766,2,2
laughable,2.766,2,2
to feel something,2.766,2,2
dork,2.766,2,2
interstellar,2.743,4,4
alexa,2.743,4,4
boobs,2.743,5,4
her late,2.717,3,3
truth just,2.717,4,3
boost,2.717,3,3
female lead,2.717,3,3
thriller this review,2.717,2,3
depraved,2.717,3,3
view this,2.717,4,3
guns and,2.717,3,3
eroticism,2.717,4,3
stanley kubrick,2.717,3,3
trauma in,2.717,3,3
the structure of,2.717,4,3
the truth just,2.717,4,3
jin,2.705,7,6
perverted,2.693,3,4
not that it,2.675,2,2
never left,2.675,3,2
distinguish,2.675,2,2
malewife,2.675,2,2
but that's just,2.675,3,2
this movie at,2.675,2,2
drama crime the,2.675,3,2
saved the,2.675,2,2
is in his,2.675,3,2
near as,2.675,3,2
family when,2.675,2,2
snyder,2.675,3,2
warsaw,2.675,2,2
handled with,2.675,2,2
super interesting,2.675,2,2
glorified,2.675,2,2
sidekick,2.675,3,2
grassroots,2.675,2,2
so small,2.675,2,2
mumbai,2.675,2,2
was ok,2.675,2,2
and imagined,2.675,3,2
kick in,2.675,2,2
unexplained,2.675,2,2
affleck,2.675,2,2
on beautiful,2.675,2,2
give up on,2.675,2,2
this was his,2.675,2,2
story set,2.675,2,2
but ended,2.675,2,2
fucking beautiful,2.675,2,2
anything they,2.675,2,2
still very much,2.675,2,2
than have,2.675,3,2
and allow,2.675,2,2
christina,2.675,2,2
stop them,2.675,3,2
it still feels,2.675,3,2
cinema ever,2.675,2,2
full review,2.675,2,2
track down the,2.675,3,2
just didn,2.675,2,2
imitating,2.675,2,2
expository,2.675,2,2
astral,2.675,2,2
sometimes think,2.675,2,2
one bit,2.675,3,2
definitely has,2.675,2,2
focus to,2.675,3,2
of errors,2.675,2,2
the worst of,2.675,3,2
truth i'm,2.675,2,2
depressing as,2.675,2,2
baby is,2.675,2,2
in slow motion,2.675,2,2
more akin to,2.675,3,2
sentiment and,2.675,2,2
drama action crime,2.675,2,2
repeating the,2.675,2,2
single word,2.675,2,2
treated to,2.675,3,2
someone should,2.675,2,2
loneliness is,2.675,2,2
disorders,2.675,2,2
both have,2.675,2,2
despite my,2.675,3,2
unravel the,2.675,2,2
an unseen,2.675,3,2
anthology film,2.675,3,2
the departed,2.675,3,2
kill her,2.675,2,2
heartless,2.675,2,2
psych,2.675,2,2
the rabbit hole,2.675,2,2
the residents of,2.675,2,2
the truth i'm,2.675,2,2
goodfellas,2.675,2,2
to be shot,2.675,2,2
in the previous,2.675,3,2
tober,2.675,3,2
flat and,2.675,2,2
stay away,2.675,2,2
had their,2.675,2,2
the most entertaining,2.675,2,2
that weird,2.675,2,2
hoop tober,2.675,3,2
because while,2.675,2,2
are based,2.675,2,2
and the art,2.675,2,2
blood soaked,2.675,2,2
was excited,2.675,2,2
rows,2.675,2,2
character named,2.675,2,2
melancholic and,2.675,2,2
collateral,2.675,2,2
of saying,2.675,2,2
crippling,2.675,2,2
slim,2.675,4,2
of holding,2.675,2,2
seen few,2.675,3,2
is concerned,2.675,3,2
it depicts the,2.675,2,2
years later he,2.675,2,2
how to be,2.655,3,3
is assigned,2.655,3,3
just goes,2.655,4,3
is far more,2.655,3,3
doesn't give,2.655,3,3
drifter,2.655,3,3
very much like,2.655,3,3
dark knight,2.655,3,3
mounting,2.655,3,3
beautifully animated,2.646,4,4
ever just,2.646,4,4
david fincher,2.646,2,4
romance animation,2.646,4,4
fiction action,2.6,6,4
science fiction action,2.6,6,4
sequels,2.6,4,4
first came out,2.596,3,3
is either,2.596,3,3
repair,2.596,3,3
depravity,2.596,3,3
your entire,2.596,3,3
gone wrong,2.596,3,3
in blood,2.596,3,3
overload,2.596,3,3
exist in the,2.596,3,3
lau,2.596,3,3
for revenge,2.596,3,3
literally made,2.592,2,2
the smell of,2.592,2,2
that touches,2.592,3,2
oh this is,2.592,2,2
right off the,2.592,3,2
cha,2.592,2,2
brutish,2.592,3,2
of film making,2.592,2,2
death he,2.592,2,2
burdens,2.592,2,2
reconstruct,2.592,2,2
the dynamics of,2.592,2,2
are bound,2.592,2,2
future that,2.592,2,2
truth do,2.592,2,2
the truth do,2.592,2,2
first heard,2.592,3,2
investigation into the,2.592,2,2
had watched,2.592,2,2
very serious,2.592,2,2
the original and,2.592,2,2
cherry on top,2.592,2,2
mystery drama thriller,2.592,3,2
ever heard of,2.592,2,2
the film of,2.592,2,2
some cool,2.592,2,2
it instead,2.592,2,2
each other again,2.592,2,2
brutality of,2.592,2,2
the final two,2.592,2,2
abstracted,2.592,2,2
the smell,2.592,2,2
and the girl,2.592,2,2
completely in,2.592,2,2
use their,2.592,2,2
experience watching,2.592,2,2
that even the,2.592,2,2
human is,2.592,3,2
adventure thriller,2.592,3,2
it leads,2.592,2,2
black hole,2.592,3,2
final 20,2.592,2,2
it offers,2.592,2,2
are different,2.592,2,2
that god,2.592,2,2
what follows is,2.592,2,2
against time,2.592,3,2
should be allowed,2.592,2,2
to think this,2.592,3,2
scroll,2.592,2,2
action mystery,2.592,2,2
the door to,2.592,3,2
an undercover,2.592,3,2
in his early,2.592,2,2
lived up to,2.592,3,2
say we,2.592,3,2
raping,2.592,2,2
when said,2.592,2,2
extract,2.592,2,2
the cherry,2.592,2,2
this completely,2.592,2,2
lived up,2.592,3,2
prophecy,2.592,2,2
mother but,2.592,2,2
theme and,2.592,2,2
packaged,2.592,2,2
future it,2.592,2,2
finally got around,2.592,2,2
one of cinema,2.592,2,2
sometimes we,2.592,2,2
muddled,2.592,3,2
never experienced,2.592,3,2
xmas,2.592,2,2
life animation,2.592,2,2
me in tears,2.592,2,2
deeper and deeper,2.592,3,2
never thought i'd,2.592,2,2
yuasa,2.592,2,2
really have,2.568,5,5
wong kar wai,2.556,3,4
your family,2.556,4,4
oriented,2.556,4,4
opening sequence,2.556,4,4
kar wai,2.556,3,4
mysterious and,2.54,3,3
set during the,2.54,3,3
while my,2.54,3,3
the girl who,2.54,3,3
emotional impact,2.54,4,3
the most terrifying,2.54,4,3
greatest film of,2.54,3,3
thriller crime drama,2.54,3,3
first sight,2.54,3,3
are the same,2.54,3,3
our first,2.54,3,3
acquaintance,2.54,3,3
down on the,2.54,3,3
and wrong,2.54,3,3
away from his,2.54,3,3
door to,2.534,6,5
herself and,2.534,4,5
us we,2.534,5,5
dream girl,2.515,2,2
yoo,2.515,2,2
personal experience,2.515,3,2
not saying,2.515,5,4
numbing,2.515,2,2
your son,2.515,2,2
kinship,2.515,2,2
to exist in,2.515,2,2
gave them,2.515,3,2
almost made me,2.515,2,2
move from,2.515,2,2
it's for,2.515,2,2
woman whose,2.515,2,2
and the consequences,2.515,3,2
signifiers,2.515,3,2
most important thing,2.515,2,2
sometimes feel like,2.515,2,2
and suspense,2.515,2,2
in south korea,2.515,2,2
giallo,2.515,2,2
lead is,2.515,2,2
silent and,2.515,2,2
they will never,2.515,2,2
yell at,2.515,2,2
of serious,2.515,4,2
between our,2.515,2,2
trust and,2.515,2,2
life changes,2.515,2,2
that it doesn't,2.515,2,2
things are not,2.515,2,2
like was watching,2.515,2,2
gotham,2.515,2,2
crime drama mystery,2.515,3,2
it first came,2.515,2,2
the cop,2.515,4,2
she cannot,2.515,2,2
slices,2.515,2,2
feature and,2.515,3,2
hayao,2.515,2,4
holy grail,2.515,3,2
musical number,2.515,3,2
uhhh,2.515,2,2
turn as,2.515,2,2
inspiration and,2.515,2,2
me where,2.515,2,2
not entirely sure,2.515,2,2
she saw,2.515,2,2
most entertaining,2.515,2,2
why this movie,2.515,2,2
feast for,2.515,2,2
cherry on,2.515,2,2
keep this,2.515,2,2
is only one,2.515,2,2
other again,2.515,2,2
million dollar,2.515,3,2
used to think,2.515,3,2
through each,2.515,2,2
runs away from,2.515,2,2
hugged,2.515,2,2
her very,2.515,2,2
terrifyingly,2.515,2,2
of rape,2.515,2,2
is still very,2.515,2,2
at full,2.515,2,2
and tortured,2.515,2,2
invested in the,2.515,2,2
white photography,2.515,2,2
japan is,2.515,2,2
and white photography,2.515,2,2
as the title,2.515,2,2
enough it,2.515,2,2
of young girl,2.515,2,2
strong willed,2.515,2,2
first frame,2.515,2,2
you can help,2.515,3,2
avenge his,2.515,2,2
echoes of,2.515,2,2
of birds,2.515,2,2
trip through the,2.515,2,2
criminal underworld,2.515,3,2
the hell did,2.515,2,2
shit when,2.515,2,2
last ten minutes,2.515,2,2
plot that,2.515,2,2
surprising that,2.515,2,2
ugliness,2.515,4,4
more akin,2.515,3,2
vomiting,2.515,2,2
story into,2.515,2,2
hard times,2.515,2,2
induced,2.488,3,3
stimulating,2.488,4,3
gave me the,2.488,3,3
an air,2.488,3,3
can become,2.488,5,3
sufficient,2.488,4,3
undergo,2.488,3,3
fucking hate,2.488,3,3
among other,2.488,4,3
the truth not,2.488,4,3
al pacino,2.488,3,3
of where,2.475,4,4
in china,2.468,3,5
my existence,2.443,3,2
color palette,2.443,2,2
out of prison,2.443,2,2
so quickly,2.443,2,2
be shot,2.443,2,2
thin line,2.443,3,2
the truth there,2.443,3,2
entirely sure,2.443,2,2
of serial,2.443,2,2
the of,2.443,2,2
never watch,2.443,2,2
diminishing,2.443,2,2
asking the,2.443,2,2
cleaner,2.443,2,2
do not care,2.443,3,2
would literally,2.443,3,2
ramblings,2.443,2,2
told from the,2.443,3,2
im the,2.443,3,2
to mix,2.443,2,2
for 15,2.443,3,2
mystery drama crime,2.443,3,2
character and the,2.443,3,2
stabbed,2.443,2,2
follows is,2.443,2,2
is surely,2.443,2,2
19 year old,2.443,2,2
scraps,2.443,2,2
heads and,2.443,2,2
why do we,2.443,2,2
and won't,2.443,2,2
since last,2.443,2,2
the 80's,2.443,2,2
ready to be,2.443,2,2
cry the,2.443,2,2
whole is,2.443,2,2
you we,2.443,2,2
rampage,2.443,2,2
disrespect,2.443,2,2
completely new,2.443,2,2
this from the,2.443,2,2
that fact,2.443,2,2
tormented by,2.443,2,2
up to its,2.443,3,2
one like,2.443,2,2
falls on,2.443,2,2
to his death,2.443,2,2
colors are,2.443,2,2
more effective,2.443,2,2
she used,2.443,2,2
stalker,2.443,2,2
name was,2.443,2,2
people look,2.443,2,2
the serial,2.443,3,2
the action is,2.443,2,2
on holiday,2.443,2,2
welcoming,2.443,2,2
missing out on,2.443,2,2
apparent that,2.443,2,2
was huge,2.443,2,2
bananas,2.443,2,2
is horror,2.443,2,2
shame because,2.443,3,2
he himself,2.443,2,2
they fall,2.443,3,2
about the power,2.443,2,2
on road trip,2.443,2,2
inflict,2.443,2,2
to state,2.443,2,2
and existential,2.443,2,2
but without the,2.443,2,2
schoolers,2.443,3,2
dali,2.443,2,2
since this is,2.443,2,2
the gritty,2.443,2,2
hate it when,2.443,2,2
action films,2.443,4,2
of dog,2.443,2,2
home from the,2.443,2,2
the pit,2.443,2,2
structure is,2.443,2,2
frantically,2.443,2,2
that world,2.443,2,2
killed his,2.443,2,2
psychologist,2.443,2,2
run this,2.443,2,2
10 hours,2.443,3,2
chance and,2.443,2,2
interesting how,2.443,2,2
throwback,2.443,2,2
know what was,2.443,2,2
the matrix,2.443,3,2
not seeing,2.443,3,2
staring into,2.443,2,2
no joke,2.443,3,2
soft and,2.443,2,2
alive is,2.443,2,2
come as,2.443,2,2
enriched,2.443,2,2
course and,2.443,2,2
action crime,2.441,8,7
detectives,2.439,8,6
yearning for,2.437,4,3
when it first,2.437,3,3
what think,2.437,3,3
from this movie,2.437,3,3
the scenery,2.437,3,3
dreary,2.437,3,3
first came,2.437,3,3
quentin tarantino,2.437,2,3
into film,2.437,3,3
truth not,2.437,4,3
can fix,2.437,4,3
will it,2.437,3,3
lizard,2.437,3,3
calling this,2.437,4,3
dish,2.437,3,3
distance and,2.437,2,3
girl he,2.437,3,3
dawn of the,2.437,2,3
intellectually,2.437,3,3
to avenge,2.437,4,3
in much,2.437,3,3
departed,2.437,4,3
horror this review,2.437,3,3
